Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
Hazel,61,58,62,Margrett Hanks,4.0,9,0.0,2,0,0,State Education Practices (School Choice),60.333333333333336,Medium,Oversleep,Low,0.61,0.4939759036144578,0.5777777777777777,Average
"Monica,100,97,99,Sherwood Lingenfelter,3.0,7,0.0,1,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",98.66666666666669,Medium,Optimal,Low,1.0,0.9638554216867472,0.9888888888888888,Excellent"
Norman,69,70,63,Livia Starr,2.0,6,0.0,2,1,1,Parent Involvement Toolkit,67.33333333333333,Low,Insufficient,Low,0.6900000000000001,0.6385542168674699,0.5888888888888889,Average
"Esther,61,48,46,Edna Holt,2.0,7,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",51.66666666666666,Low,Optimal,Low,0.61,0.3734939759036145,0.4000000000000001,Average"
Melanie,49,57,46,Denise Balser,3.0,5,0.0,2,0,0,Back to Top ,50.66666666666666,Medium,Insufficient,Low,0.49,0.4819277108433735,0.4000000000000001,Average
"Brianna,44,51,55,Rolf Galley,1.0,8,0.0,1,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",50.0,Low,Optimal,Low,0.44,0.4096385542168674,0.5,Poor"
Antonio,67,64,70,Enedina Mika,3.0,5,0.0,1,0,1,Learn More: Go to About the NHES,67.0,Medium,Insufficient,Low,0.67,0.5662650602409639,0.6666666666666666,Average
Jasmine,79,60,65,Brandon Authement,2.0,6,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,68.0,Low,Insufficient,Low,0.79,0.5180722891566265,0.611111111111111,Average
"Chad,66,74,81,Afton Dees,4.0,9,0.0,1,1,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",73.66666666666667,Medium,Oversleep,Low,0.66,0.6867469879518073,0.7888888888888889,Average"
Katie,75,88,85,Cecile Kealey,2.0,8,0.0,1,0,0,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,82.66666666666667,Low,Optimal,Low,0.75,0.855421686746988,0.8333333333333334,Excellent
"Tony,84,84,80,Dusty Bickel,1.0,7,0.0,1,0,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",82.66666666666667,Low,Optimal,Low,0.84,0.8072289156626508,0.7777777777777778,Excellent"
Rodney,71,74,64,Nichelle Wasko,2.0,8,0.0,1,0,1,NCES Annual Reports,69.66666666666667,Low,Optimal,Low,0.71,0.6867469879518073,0.6,Average
Glenn,67,80,81,Leeanna Gregson,2.0,6,0.0,2,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,76.0,Low,Insufficient,Low,0.67,0.7590361445783133,0.7888888888888889,Excellent
Marvin,80,92,88,Perry Daigneault,1.0,9,0.0,1,1,1,Longitudinal Studies,86.66666666666667,Low,Oversleep,Low,0.8,0.9036144578313252,0.8666666666666667,Excellent
"April,86,76,74,Solange Borror,3.0,7,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",78.66666666666667,Medium,Optimal,Low,0.86,0.710843373493976,0.7111111111111111,Excellent"
Derek,76,74,73,Jamey Kirwin,2.0,8,0.0,1,0,1,State Education Practices (School Choice),74.33333333333333,Low,Optimal,Low,0.76,0.6867469879518073,0.7,Average
"Erica,41,52,51,Jani Foulds,2.0,9,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",48.0,Low,Oversleep,Low,0.41,0.4216867469879518,0.4555555555555555,Poor"
Ian,74,88,90,Ted Hartig,2.0,6,0.0,2,1,1,Parent Involvement Toolkit,84.0,Low,Insufficient,Low,0.74,0.855421686746988,0.8888888888888888,Excellent
"Adrian,72,81,79,Grace Fitch,1.0,5,0.0,2,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",77.33333333333333,Low,Insufficient,Low,0.72,0.7710843373493976,0.7666666666666666,Excellent"
Theodore,74,79,80,Idalia Peluso,2.0,7,0.0,1,1,1,Back to Top ,77.66666666666667,Low,Optimal,Low,0.74,0.746987951807229,0.7777777777777778,Excellent
"Alexandra,70,65,60,Gerri Rotter,2.0,8,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",65.0,Low,Optimal,Low,0.7000000000000001,0.5783132530120483,0.5555555555555556,Average"
Marcus,65,81,81,Mervin Woolum,4.0,9,0.0,1,1,1,Learn More: Go to About the NHES,75.66666666666667,Medium,Oversleep,Low,0.65,0.7710843373493976,0.7888888888888889,Excellent
Alfred,59,70,65,Nobuko Bialek,2.0,6,0.0,1,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,64.66666666666667,Low,Insufficient,Low,0.59,0.6385542168674699,0.611111111111111,Average
"Jackson,64,62,68,Kizzy Mancil,2.0,7,0.0,2,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",64.66666666666667,Low,Optimal,Low,0.64,0.5421686746987953,0.6444444444444444,Average"
Edwin,50,53,55,Nelda Lucian,2.0,8,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,52.66666666666666,Low,Optimal,Low,0.5,0.4337349397590362,0.5,Average
"Melvin,69,79,81,Odessa Marshburn,3.0,9,0.0,1,1,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",76.33333333333333,Medium,Oversleep,Low,0.6900000000000001,0.746987951807229,0.7888888888888889,Excellent"
Sylvia,51,56,53,Armida Johanson,1.0,6,0.0,2,1,0,NCES Annual Reports,53.333333333333336,Low,Insufficient,Low,0.51,0.4698795180722892,0.4777777777777778,Average
Sheila,68,80,76,Yang Lubinski,2.0,7,0.0,1,1,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,74.66666666666667,Low,Optimal,Low,0.68,0.7590361445783133,0.7333333333333333,Average
Alicia,85,86,98,Luciana Breneman,3.0,7,0.0,1,1,0,Longitudinal Studies,89.66666666666667,Medium,Optimal,Low,0.85,0.8313253012048193,0.977777777777778,Excellent
"Steve,65,70,74,Joaquin Southworth,2.0,7,0.0,1,1,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",69.66666666666667,Low,Optimal,Low,0.65,0.6385542168674699,0.7111111111111111,Average"
Leah,73,79,79,Madalyn Pettiford,1.0,7,0.0,1,0,0,State Education Practices (School Choice),77.0,Low,Optimal,Low,0.73,0.746987951807229,0.7666666666666666,Excellent
"Hunter,62,67,67,Annika Seamon,3.0,8,0.0,1,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",65.33333333333333,Medium,Optimal,Low,0.62,0.6024096385542169,0.6333333333333333,Average"
Jeffery,69,66,61,Lynn Clifton,1.0,8,0.0,1,0,1,Parent Involvement Toolkit,65.33333333333333,Low,Optimal,Low,0.6900000000000001,0.5903614457831325,0.5666666666666667,Average
"Kristen,43,60,58,Horacio Gilford,2.0,9,0.0,2,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",53.66666666666666,Low,Oversleep,Low,0.43,0.5180722891566265,0.5333333333333333,Average"
Caroline,90,87,85,Silvana Gosier,2.0,6,0.0,1,0,0,Back to Top ,87.33333333333333,Low,Insufficient,Low,0.9,0.8433734939759038,0.8333333333333334,Excellent
"Mia,74,77,73,Casimira Bakker,3.0,8,0.0,2,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",74.66666666666667,Medium,Optimal,Low,0.74,0.7228915662650603,0.7,Average"
